,name,breed,gender,age,size,province,can_travel,urgent_adoption,needs_vet_care,is_vaccinated,is_dewormed,is_healthy,is_sterilized,is_identified,has_microchip,has_passport,good_with_children,good_with_cats,good_with_dogs,is_affectionate,is_hyperactive,is_fearful,is_sociable,is_calm,is_sedentary,description_1,description_2,img_url,info_url
10142,NIKA,Mestiza border collie,Hembra,2.0,Grande,Madrid,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,"NIKA es una de las perras más encantadoras del refugio. Creemos que mezcla de border collie y otra raza de tamaño mayor. Es una perra sociable y cariñosa, que ve como los cachorros que llegan a la asociación se van adoptados, y sin embargo, ella continúa siempre allí... Es sociable con personas, pero también se lleva genial con sus compis de refugio. Es de tamaño mediano, mayor que el border collie, pesa unos 25-27 kgs. Se adopta desparasitada, chipada, vacunada y castrada. Busca adopción responsable con contrato y seguimiento. Está en Córdoba pero busca adopción en otras provincias para tener más oportunidades. En caso de adopción puede viajar porque los adoptantes se desplacen o porque una empresa especializada realice el traslado. Para contactar con nosotros, por favor, hazlo sólamente mediante el botón ""quiero adoptar"" que aparece junto a esta difusión.","Perra joven, sociable y cariñosa",https://www.kiwoko.com/servicios/kiwokoadopta/images/profiles/pets/d51443af5e33e310744aad8d4d7d85775e0213cc-67c32b8830c09369099932.jpg,https://www.kiwoko.com/servicios/kiwokoadopta/animal/perfil/madrid/perro/hembra/nika/10142
1015,FLOYD,Setter Irlandés,Macho,6.0,Mediano,Navarra,False,False,False,True,True,False,True,True,True,True,False,False,False,False,True,False,False,False,False,"Su familia se puso en contacto con Setters Home hace un tiempo porque había marcado ya más de una vez a todos los miembros de la familia (lo tenían desde los 3 meses). Es un perro al que, si bien intentaron querer bien, no fue entendido y la forma que tuvieron de relacionarse con él, los límites impuestos, hicieron que desarrollara una frustración muy grande que se ha traducido en un rechazo a cualquier forma de invasión y a mostrar enfado ante esto, o sea, marcar. Es un perro que llegó con los niveles de estrés muy altos, siempre en movimiento y actuaba según esos niveles de estrés. Le resultaba difícil calmarse por sí mismo, con lo cual al ir de paseo, comía hierba compulsivamente, jadeaba mucho etc","A pesar de su nerviosismo, Floyd es un perro que necesita y pide contacto y hay que sabérselo dar de la forma que él necesita, porque a pesar de que lo pide enseguida se ve agobiado por el contacto, y no hay que olvidar que la única herramienta que conoce para ""librarse"" de las cosas incómodas, lo que no le gusta etc es dirigirlo todo a la boca, porque así ha aprendido que se libra de esa sensación de agobio. Es un perro que ha marcado en contextos concretos: al intentar manipularlo, cuando ha sido tocado por sorpresa, cuando se agobia por la interacción… Es alegre, vital, un torbellino. Le encanta salir a pasear por el campo, revolcarse en la hierba, bañarse en el río... Lo que buscamos para Floyd (porque creemos que es lo que necesita) es alguien que : • Tenga conocimientos de educación canina amable o experiencia con perros que pueden llegar a morder (aclaramos que marca, te engancha y te suelta enseguida). • Sin niños o adolescentes. • Un entorno semi rural o rural. Lo ideal sería una casa con jardín o terreno.",https://www.kiwoko.com/servicios/kiwokoadopta/images/profiles/pets/20230502-184302-bis-6647e6a4bec28517966928.jpg,https://www.kiwoko.com/servicios/kiwokoadopta/animal/perfil/navarra/perro/macho/floyd/1015
10152,FARAH,American Staffordshire,Hembra,4.0,Mediano,Córdoba,True,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,False,"*FARAH* Esta preciosa mami fue recogida de la calle junto con sus dos cachorros. Vagaban solos buscando comida y refugio, por suerte ya están recogidos y deseando encontrar una familia que los cuide y los ame de verdad. Si quieres adoptar, apadrinar o acoger ponte en contacto con la protectora dejanhuella@gmail.com o contacta con nosotros en los teléfonos 608 53 69 79/ 633 26 17 87. Se encuentra en Montilla (Córdoba), pero se envía a cualquier provincia siempre que el transporte llegue a tu ciudad.","Sexo: Hembra Raza: American Staffordshire Fecha de Nacimiento: 27.02.2021 Peso: 18kg Carácter: Buena, tranquila y agradecida",https://www.kiwoko.com/servicios/kiwokoadopta/images/profiles/pets/V4D020250302-101813-67c425462ee50529943720.jpg,https://www.kiwoko.com/servicios/kiwokoadopta/animal/perfil/c%C3%B3rdoba/perro/hembra/farah/10152
102,Luna,Mestiza,Hembra,5.0,Gigante,Madrid,False,False,False,True,True,True,True,True,True,True,True,False,True,True,False,False,True,False,False,"Luna es una perra de gran tamaño y además está gordita porque en el Refugio no hay tiempo para poderlos sacar a todos de sus jaulas diariamente. Es muy juguetona y cariñosa, es muy sociable, se lleva bien con perros, está testada con gatos y es apta, es cariñosa y muy obediente, pasea bien con correa y está esterilizada.",,https://www.kiwoko.com/servicios/kiwokoadopta/images/profiles/pets/487474646-1075756361255647-4824576255344531888-n-6808c08e177f8838761843.jpg,https://www.kiwoko.com/servicios/kiwokoadopta/animal/perfil/madrid/perro/hembra/luna+/102
10202,Txiki,Mestizo Pastor vasco,Macho,4.0,Mediano,Tarragona,False,False,False,True,True,True,True,True,True,False,True,False,True,True,False,False,False,True,False,,"Txiki es muy cariñoso, sociable y bonachón, pasea bien con correa. ⏩Porque no enviamos nuestros perros? -Porque se estresan en el viaje en una jaula -Porque creemos que es importante tener un contacto previo para una decisión tan importante -Porque es muy importante una toma de contacto previo con el animal, es necesario ver si hay algún tipo de conexión, feeling, antes de adoptarlo -Y porque queremos conocer personalmente a la persona adoptante",https://www.kiwoko.com/servicios/kiwokoadopta/images/profiles/pets/img-20250302-wa0083-67c6e318ed31f520240313.jpg,https://www.kiwoko.com/servicios/kiwokoadopta/animal/perfil/tarragona/perro/macho/txiki/10202
10205,Hartza,Mestizo Pastor vasco,Macho,0.75,Mediano,Tarragona,False,False,False,True,True,False,True,True,True,False,True,False,True,True,False,False,True,False,False,,"Hartza es un cachorrito que tiene un problema en la piel, nada que no se resuelva con una buena alimentación y unas cremitas. A causa de el lugar donde estaba de insalubridad tiene este problema en la piel, en unos meses será un cachorrito precioso. ⏩Porque no enviamos nuestros perros? -Porque se estresan en el viaje en una jaula -Porque creemos que es importante tener un contacto previo para una decisión tan importante -Porque es muy importante una toma de contacto previo con el animal, es necesario ver si hay algún tipo de conexión, feeling, antes de adoptarlo -Y porque queremos conocer personalmente a la persona adoptante",https://www.kiwoko.com/servicios/kiwokoadopta/images/profiles/pets/img-20250301-wa0049-67c6e9c302689208984873.jpg,https://www.kiwoko.com/servicios/kiwokoadopta/animal/perfil/tarragona/perro/macho/hartza/10205
10206,Drax,Mix pastor vasco,Macho,3.0,Mediano,Tarragona,False,False,False,True,True,True,True,True,True,False,True,False,False,True,False,False,True,False,False,,"Drax es sociable y cariñoso, le encanta estar con personas, aún no sabe ir con arnés y correo pero en unos meses esto quedará solucionado. ⏩Porque no enviamos nuestros perros? -Porque se estresan en el viaje en una jaula -Porque creemos que es importante tener un contacto previo para una decisión tan importante -Porque es muy importante una toma de contacto previo con el animal, es necesario ver si hay algún tipo de conexión, feeling, antes de adoptarlo -Y porque queremos conocer personalmente a la persona adoptante",https://www.kiwoko.com/servicios/kiwokoadopta/images/profiles/pets/img-20250301-wa0057-67c6ee14bc9fb731222084.jpg,https://www.kiwoko.com/servicios/kiwokoadopta/animal/perfil/tarragona/perro/macho/drax/10206
10210,Cooper,Mestizo,Macho,1.0,Mediano,Tarragona,False,False,False,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,,"Cooper fue rescatado con jaula trampa es desconfiado pero ya sale a pasear sin problema con arnés y correa, en un hogar avanzará que no tenga tanto miedo a los humanos. Dale una oportunidad. ⏩Porque no enviamos nuestros perros? -Porque se estresan en el viaje en una jaula -Porque creemos que es importante tener un contacto previo para una decisión tan importante -Porque es muy importante una toma de contacto previo con el animal, es necesario ver si hay algún tipo de conexión, feeling, antes de adoptarlo -Y porque queremos conocer personalmente a la persona adoptante",https://www.kiwoko.com/servicios/kiwokoadopta/images/profiles/pets/img-20250113-wa0082-1-67c6f2d04fdd9683744337.jpeg,https://www.kiwoko.com/servicios/kiwokoadopta/animal/perfil/tarragona/perro/macho/cooper/10210
10223,Coki,Cocker Spaniel,Macho,11.0,Pequeño,Jaén,True,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,False,"Coki fue entregado a la perrera de Córdoba tras el fallecimiento de su dueño. Ningún familiar quiso hacerse cargo de él y acabó en la perrera en busca de una nueva oportunidad de tener un hogar. A pesar de tener 12 años, Coki está estupendamente de salud y se lleva genial con perros, gatos y niños",,https://www.kiwoko.com/servicios/kiwokoadopta/images/profiles/pets/481350947-1047041204131187-1105555618391255749-n-67c719f665144706298647.jpg,https://www.kiwoko.com/servicios/kiwokoadopta/animal/perfil/ja%C3%A9n/perro/macho/coki/10223
10235,ILIA,MESTIZO,Macho,1.0,Mediano,Murcia,True,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,"Este joven simpático busca una familia para paseos y juegos sin fin! Perro 10, guapisimo, buenisimo y le gusta todo el mundo! Apto con perros y gatos!","Cariñoso, enérgico y juguetón, activo pero no en exceso, y obediente",https://www.kiwoko.com/servicios/kiwokoadopta/images/profiles/pets/imagen-684fd784c7fa9937460361.jpeg,https://www.kiwoko.com/servicios/kiwokoadopta/animal/perfil/murcia/perro/macho/ilia+/10235
10251,Escabechina,Mestizo,Hembra,1.0,Mediano,Alicante,False,False,False,True,True,True,True,True,True,True,True,False,True,True,False,False,True,True,False,,"Su nombre peculiar viene del motivo de su llegada.. jajajjaj hizo una escabechina.. la pobre por su instinto cazo unso cuantos bastantes conejos ... Con lo cual no es apta con gatos ni otros animales que no sean perros. Llego super asustada a pesar de eso, y se escondia en su cama cuando nos veia llegar, pero ahora ya sale moviendo su colita cuando nos ve para recibirnos. Se esterilizo de urgencia debido a una piometra que presentaba. Y ya esta genial. No se le escucha ladrar para nada, no tira casi de la correa aunque aun se tumba en los paseos.",https://www.kiwoko.com/servicios/kiwokoadopta/images/profiles/pets/whatsapp-image-2025-03-05-at-11-34-59-67c852f6897a4536635195.jpeg,https://www.kiwoko.com/servicios/kiwokoadopta/animal/perfil/alicante/perro/hembra/escabechina+/10251
10255,Cova,Mestizo,Hembra,7.0,Grande,Madrid,False,False,False,True,True,False,True,True,True,False,False,False,False,True,True,False,True,False,False,Cova tiene 7 añitos y vivió toda su vida en la cañada real. Cuando la rescatamos tuvimos que ingresarla porque venía muy malita de la leishmania. Se recuperó y la leishmania totalmente controlada busca un hogar tranquilo donde la quieran mucho.,"Cova es muy buena, social y activa.",https://www.kiwoko.com/servicios/kiwokoadopta/images/profiles/pets/img-8857-67c87f428bb48821299276.jpeg,https://www.kiwoko.com/servicios/kiwokoadopta/animal/perfil/madrid/perro/hembra/cova/10255
10256,Nicholson,Mestizo,Macho,0.25,Grande,Madrid,False,False,False,True,True,True,True,True,True,False,False,False,False,True,False,False,True,False,False,Apareció solo por la calle sin chip.,"Nicholson es súper adorable y brutote, adora la compañía humana y que le hagan compañía.",https://www.kiwoko.com/servicios/kiwokoadopta/images/profiles/pets/img-7163-67c87ff06d9ff261361860.jpeg,https://www.kiwoko.com/servicios/kiwokoadopta/animal/perfil/madrid/perro/macho/nicholson+/10256
10257,Sauron,Pitbull,Macho,6.0,Grande,Madrid,False,False,False,True,True,False,True,True,True,False,False,False,False,True,False,False,True,False,False,"Apareció en Navalcarnero solito, hace ya 5 años que está con nosotros.","Sauron es un perro muy social con personas, muy cariñoso y muy sensible.",https://www.kiwoko.com/servicios/kiwokoadopta/images/profiles/pets/img-6010-67c8822d8171b463113324.jpeg,https://www.kiwoko.com/servicios/kiwokoadopta/animal/perfil/madrid/perro/macho/sauron+/10257
10258,Sultán,Mestizo,Macho,0.67,Mediano,Madrid,False,False,False,True,True,True,False,True,True,False,True,False,True,True,False,False,True,False,False,Apareció solito por Galapagar.,"Sultán es un bebé adorable, activo y muy social tanto con personas como con perros.",https://www.kiwoko.com/servicios/kiwokoadopta/images/profiles/pets/img-6015-67c883ee3fe92073294511.jpeg,https://www.kiwoko.com/servicios/kiwokoadopta/animal/perfil/madrid/perro/macho/sult%C3%A1n+/10258
10272,ELENITA Y MARIQUILLA,CHIHUAHUA,Hembra,7.0,Enano,Córdoba,True,False,False,True,True,True,False,True,True,True,True,False,True,True,False,False,True,False,False,,"Elenita es la madre (jersey rojo) 9 años y Mariquilla que está detrás es su hija de 7 años. Están en adopción conjunta ya que llevan toda su vida juntas y nos las queremos separar. Cuando falleció su dueño, la mujer se fue a su país y las dejó solas en una huerta, cuando nos avisaron de la situación de las pequeñas, no dudamos en ir a por ellas.",https://www.kiwoko.com/servicios/kiwokoadopta/images/profiles/pets/1741261633988-002-67c98dddd1d4c284241516.jpg,https://www.kiwoko.com/servicios/kiwokoadopta/animal/perfil/c%C3%B3rdoba/perro/hembra/elenita+y+mariquilla/10272
103,Denver,Mestizo,Macho,9.0,Grande,Madrid,False,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,"Denver se encontraba abandonado en la carretera cerca del pueblo de la chica que le rescató. Llevaba varios días vagando desorientado. Aunque no tenía mal aspecto, cuando esta chica se acercó comprobó que el perro estaba muerto de hambre y de sed 😞. Nunca apareció su responsable. Por eso decidimos hacernos cargo y quedarnos con él hasta encontrarle un nuevo hogar . Denver llegó muy estresado y al principio le costó un poco confiar en algunas personas, pero según se ha ido acostumbrando a las nuevas rutinas, y ha ido comprobando que aquí nadie le hace daño, se deshace ante cualquiera que esté dispuesto a rascarle la barriga. Aún estamos trabajando con su socialización, porque el alto nivel de estrés no le permite mostrarse como realmente sabemos que es. Pero con tiempo, mimo y paciencia se estabilizará igual que lo han hecho otros Buscamos una adopción responsable para este chico tan simpático que sólo busca la compañía humana","Denver es un abuelete que necesita una oportunidad. Su carácter selectivo con otros perros que dificulta su adopción. Necesita un humano que sepa entenderle y le ayude a relacionarse con su entorno. Es cariñoso y obediente cuando te conoce. Comienza a tener artrosis en las caderas debido a su edad, pero sigue corriendo como si fuese un cachorro. ¿Quieres darle su última oportunidad para ser feliz? No testado con gatos. Centramos nuestras adopciones en la Comunidad de Madrid y alrededores. Los adoptantes tendrán que realizar varias visitas con su familia para conocer bien al animal que quieran adoptar y estar seguros de que quieren incorporarles a su familia. No enviamos en ningún caso. Más información en www.adayra.org",https://www.kiwoko.com/servicios/kiwokoadopta/images/profiles/pets/6zcpimg-1141-1-6597dfafb47ee419712640.jpg,https://www.kiwoko.com/servicios/kiwokoadopta/animal/perfil/madrid/perro/macho/denver/103
10307,MAMBO,CRUCE BORDER COLLIE,Macho,1.0,Mediano,Sevilla,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,False,True,False,False,,"Mambo es un cruce de Border Collie, tiene 1 añito y como podéis ver es guapísimo!! El salió adoptado siendo cachorro y unos meses antes de cumplir el año su familia lo devolvió ya que un bebé venia en camino y ellos no eran capaces de cubrir las necesidades de Mambo correctamente. Como buen cruce de border collie que es, Mambo es un perro activo y enérgico, que necesita desfogar y cansarse. Los collie son perros muy inteligentes y su estimulación mental es muy importante. Es un perro cariñoso, sociable con todos, actualmente vive en una residencia donde se lleva bien con todos los perros que están allí, aprende súper rápido, va muy bien en el coche, pasea perfecto con la correa, es muy juguetón y adora el agua! No está testado con gatos pero se puede hacer. Buscamos para Mambo una familia que sea activa, si hay experiencia en la raza mejor o razas similares, que cumpla con lo que el necesita y le de por fin el hogar que merece.",https://www.kiwoko.com/servicios/kiwokoadopta/images/profiles/pets/1741365537752651-67cb21e1b3828158393745.jpg,https://www.kiwoko.com/servicios/kiwokoadopta/animal/perfil/sevilla/perro/macho/mambo/10307
10312,TANY,Mix galgo,Hembra,8.0,Grande,Murcia,True,True,False,True,True,True,True,False,True,False,True,False,True,True,False,False,True,True,False,"Tany era parte de una camada que se recogieron y no tuvieron suerte con sus adopciones, a pesar de ser una perra buena y educada nadie se ha interesado por ella o su hermana y padre.","Tany tiene 8 años,vive con su padre Lucky y su hermana Xena pero urge que salgan de sonde están por peligro de derrumbe. Es mix de galga,buena,algo miedosa pero tranquila y educada.",https://www.kiwoko.com/servicios/kiwokoadopta/images/profiles/pets/img-20250307-wa0151-67cb334c76206871659977.jpg,https://www.kiwoko.com/servicios/kiwokoadopta/animal/perfil/murcia/perro/hembra/tany/10312
